7>[    3.482389] random 0033 0000 0000 cadf44cd e6e5b548: add_disk_randomness(8:0) cadf44cd e6e5b548
[    6.106289] random 0151 0000 0000 612ee600 55669bfe: debiting 0 entropy credits from input
[    6.106291] random 0151 0000 0000 612ee600 55669bfe: extract_entropy account returned: 0 
[    6.106294] random 0151 0000 0000 612ee600 55669bfe: urand_change_num 3785 xfer_secondary_pool(1): pool_sig 0000004f, data_sig 00000000, bytes_mixed 0 612ee600 55669bfe
[    6.106297] random 0151 0000 0000 612ee600 55669bfe: trying to extract 8 bits from nonblocking
[    6.106300] random 0151 0000 0000 612ee600 55669bfe: debiting 8 entropy credits from nonblocking (unlimited)
[    6.106302] random 0151 0000 0000 612ee600 55669bfe:   got 1 bytes
[    6.106305] random 0151 0000 0000 612ee600 55669bfe: urand_change_num 3786 extract_buf: pool_sig 0000004f, data_sig 000000d7, bytes_mixed 20 612ee600 55669bfe
[    6.106325] random 0151 0000 0000 c93c3fb2 e9f7a58e: rand_read_num 887 urandom_read(1): sig ffffffc4 c93c3fb2 e9f7a58e pid=1054 comm=dd
[    6.106328] random 0151 0000 0000 c93c3fb2 e9f7a58e: extract_entropy_user(1)
[    6.106330] random 0151 0000 0000 c93c3fb2 e9f7a58e: going to reseed nonblocking with 64 bits (8 of 0 requested)
[    6.106332] random 0151 0000 0000 c93c3fb2 e9f7a58e: extract_entropy(.. 8 ..)
[    6.106334] random 0151 0000 0000 c93c3fb2 e9f7a58e: trying to extract 64 bits from input
[    6.106337] random 0151 0000 0000 c93c3fb2 e9f7a58e: debiting 0 entropy credits from input
[    6.106339] random 0151 0000 0000 c93c3fb2 e9f7a58e: extract_entropy account returned: 0 
[    6.106342] random 0151 0000 0000 c93c3fb2 e9f7a58e: urand_change_num 3787 xfer_secondary_pool(1): pool_sig ffffffc4, data_sig 00000000, bytes_mixed 0 c93c3fb2 e9f7a58e
[    6.106344] random 0151 0000 0000 c93c3fb2 e9f7a58e: trying to extract 8 bits from nonblocking
[    6.106347] random 0151 0000 0000 c93c3fb2 e9f7a58e: debiting 8 entropy credits from nonblocking (unlimited)
[    6.106349] random 0151 0000 0000 c93c3fb2 e9f7a58e:   got 1 bytes
[    6.106352] random 0151 0000 0000 c93c3fb2 e9f7a58e: urand_change_num 3788 extract_buf: pool_sig ffffffc4, data_sig 000000f8, bytes_mixed 20 c93c3fb2 e9f7a58e
[    6.106359] random 0151 0000 0000 81ec260d 9677655c: rand_read_num 888 urandom_read(1): sig 000005ba 81ec260d 9677655c pid=1054 comm=dd
[    6.106362] random 0151 0000 0000 81ec260d 9677655c: extract_entropy_user(1)
[    6.106364] random 0151 0000 0000 81ec260d 9677655c: going to reseed nonblocking with 64 bits (8 of 0 requested)
[    6.106366] random 0151 0000 0000 81ec260d 9677655c: extract_entropy(.. 8 ..)
[    6.106368] random 0151 0000 0000 81ec260d 9677655c: trying to extract 64 bits from input
[    6.106370] random 0151 0000 0000 81ec260d 9677655c: debiting 0 entropy credits from input
[    6.106373] random 0151 0000 0000 81ec260d 9677655c: extract_entropy account returned: 0 
[    6.106376] random 0151 0000 0000 81ec260d 9677655c: urand_change_num 3789 xfer_secondary_pool(1): pool_sig 000005ba, data_sig 00000000, bytes_mixed 0 81ec260d 9677655c
[    6.106378] random 0151 0000 0000 81ec260d 9677655c: trying to extract 8 bits from nonblocking
[    6.106381] random 0151 0000 0000 81ec260d 9677655c: debiting 8 entropy credits from nonblocking (unlimited)
[    6.106383] random 0151 0000 0000 81ec260d 9677655c:   got 1 bytes
[    6.106386] random 0151 0000 0000 81ec260d 9677655c: urand_change_num 3790 extract_buf: pool_sig 000005ba, data_sig 000000fa, bytes_mixed 20 81ec260d 9677655c
[    6.106392] random 0151 0000 0000 81ec260d 9677655c: rand_read_num 889 urandom_read(1): sig 00000234 81ec260d 9677655c pid=1054 comm=dd
[    6.106394] random 0151 0000 0000 81ec260d 9677655c: extract_entropy_user(1)
[    6.106397] random 0151 0000 0000 81ec260d 9677655c: going to reseed nonblocking with 64 bits (8 of 0 requested)
[    6.106399] random 0151 0000 0000 81ec260d 9677655c: extract_entropy(.. 8 ..)
[    6.106401] random 0151 0000 0000 81ec260d 9677655c: trying to extract 64 bits from input
[    6.106403] random 0151 0000 0000 81ec260d 9677655c: debiting 0 entropy credits from input
[    6.106405] random 0151 0000 0000 81ec260d 9677655c: extract_entropy account returned: 0 
[    6.106408] random 0151 0000 0000 81ec260d 9677655c: urand_change_num 3791 xfer_secondary_pool(1): pool_sig 00000234, data_sig 00000000, bytes_mixed 0 81ec260d 9677655c
[    6.106411] random 0151 0000 0000 81ec260d 9677655c: trying to extract 8 bits from nonblocking
[    6.106413] random 0151 0000 0000 81ec260d 9677655c: debiting 8 entropy credits from nonblocking (unlimited)
[    6.106415] random 0151 0000 0000 81ec260d 9677655c:   got 1 bytes
[    6.106418] random 0151 0000 0000 81ec260d 9677655c: urand_change_num 3792 extract_buf: pool_sig 00000234, data_sig fffffe0d, bytes_mixed 20 81ec260d 9677655c
[    6.110268] random 0151 0000 0000 181d3103 d7babc50: rand_read_num 890 get_random_bytes(16): sig fffffdda 181d3103 d7babc50
[    6.110271] random 0151 0000 0000 181d3103 d7babc50: extract_entropy(.. 16 ..)
[    6.110275] random 0151 0000 0000 181d3103 d7babc50: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    6.110277] random 0151 0000 0000 181d3103 d7babc50: extract_entropy(.. 16 ..)
[    6.110279] random 0151 0000 0000 181d3103 d7babc50: trying to extract 128 bits from input
[    6.110282] random 0151 0000 0000 181d3103 d7babc50: debiting 0 entropy credits from input
[    6.110284] random 0151 0000 0000 181d3103 d7babc50: extract_entropy account returned: 0 
[    6.110288] random 0151 0000 0000 181d3103 d7babc50: urand_change_num 3793 xfer_secondary_pool(16): pool_sig fffffdda, data_sig 00000000, bytes_mixed 0 181d3103 d7babc50
[    6.110291] random 0151 0000 0000 181d3103 d7babc50: trying to extract 128 bits from nonblocking
[    6.110293] random 0151 0000 0000 181d3103 d7babc50: debiting 128 entropy credits from nonblocking (unlimited)
[    6.110295] random 0151 0000 0000 181d3103 d7babc50: extract_entropy account returned: 16 
[    6.110299] random 0151 0000 0000 181d3103 d7babc50: urand_change_num 3794 extract_buf: pool_sig fffffdda, data_sig fffffd93, bytes_mixed 20 181d3103 d7babc50
[    6.110313] random 0151 0000 0000 3102ad3f b763f6bf: urand_change_num 3795 extract_buf: pool_sig 0000003f, data_sig fffffe5b, bytes_mixed 20 3102ad3f b763f6bf
[    6.110872] random 0151 0000 0000 3102ad3f b763f6bf: add_disk_randomness(8:0) 3102ad3f b763f6bf
[    6.110876] random 0151 0000 0000 3102ad3f b763f6bf: add_timer_randomness(.. 8388864) with jiffies: 15097880828031459581, cycles: -3348863249972974117
[    6.114180] random 0151 0000 0000 3102ad3f b763f6bf: rand_read_num 891 urandom_read(1): sig 00000199 3102ad3f b763f6bf pid=1056 comm=dd
[    6.114183] random 0151 0000 0000 3102ad3f b763f6bf: extract_entropy_user(1)
[    6.114186] random 0151 0000 0000 3102ad3f b763f6bf: going to reseed nonblocking with 64 bits (8 of 0 requested)
[    6.114188] random 0151 0000 0000 3102ad3f b763f6bf: extract_entropy(.. 8 ..)
[    6.114190] random 0151 0000 0000 3102ad3f b763f6bf: trying to extract 64 bits from input
[    6.114192] random 0151 0000 0000 3102ad3f b763f6bf: debiting 0 entropy credits from input
[    6.114194] random 0151 0000 0000 3102ad3f b763f6bf: extract_entropy account returned: 0 
[    6.114197] random 0151 0000 0000 3102ad3f b763f6bf: urand_change_num 3796 xfer_secondary_pool(1): pool_sig 00000199, data_sig 00000000, bytes_mixed 0 3102ad3f b763f6bf
[    6.114200] random 0151 0000 0000 3102ad3f b763f6bf: trying to extract 8 bits from nonblocking
[    6.114202] random 0151 0000 0000 3102ad3f b763f6bf: debiting 8 entropy credits from nonblocking (unlimited)
[    6.114204] random 0151 0000 0000 3102ad3f b763f6bf:   got 1 bytes
[    6.114208] random 0151 0000 0000 3102ad3f b763f6bf: urand_change_num 3797 extract_buf: pool_sig 00000199, data_sig fffffeeb, bytes_mixed 20 3102ad3f b763f6bf
[    6.114223] random 0151 0000 0000 bbb9b4e3 9ca43109: rand_read_num 892 urandom_read(1): sig fffffcf3 bbb9b4e3 9ca43109 pid=1056 comm=dd
[    6.114225] random 0151 0000 0000 bbb9b4e3 9ca43109: extract_entropy_user(1)
[    6.114228] random 0151 0000 0000 bbb9b4e3 9ca43109: going to reseed nonblocking with 64 bits (8 of 0 requested)
[    6.114230] random 0151 0000 0000 bbb9b4e3 9ca43109: extract_entropy(.. 8 ..)
[    6.114232] random 0151 0000 0000 bbb9b4e3 9ca43109: trying to extract 64 bits from input
[    6.114234] random 0151 0000 0000 bbb9b4e3 9ca43109: debiting 0 entropy credits from input
[    6.114236] random 0151 0000 0000 bbb9b4e3 9ca43109: extract_entropy account returned: 0 
[    6.114238] random 0151 0000 0000 bbb9b4e3 9ca43109: urand_change_num 3798 xfer_secondary_pool(1): pool_sig fffffcf3, data_sig 00000000, bytes_mixed 0 bbb9b4e3 9ca43109
[    6.114241] random 0151 0000 0000 bbb9b4e3 9ca43109: trying to extract 8 bits from nonblocking
[    6.114243] random 0151 0000 0000 bbb9b4e3 9ca43109: debiting 8 entropy credits from nonblocking (unlimited)
[    6.114245] random 0151 0000 0000 bbb9b4e3 9ca43109:   got 1 bytes
[    6.114248] random 0151 0000 0000 bbb9b4e3 9ca43109: urand_change_num 3799 extract_buf: pool_sig fffffcf3, data_sig 00000025, bytes_mixed 20 bbb9b4e3 9ca43109
[    6.114254] random 0151 0000 0000 bbb9b4e3 9ca43109: rand_read_num 893 urandom_read(1): sig ffffff7f bbb9b4e3 9ca43109 pid=1056 comm=dd
[    6.114257] random 0151 0000 0000 bbb9b4e3 9ca43109: extract_entropy_user(1)
[    6.114259] random 0151 0000 0000 bbb9b4e3 9ca43109: going to reseed nonblocking with 64 bits (8 of 0 requested)
[    6.114261] random 0151 0000 0000 bbb9b4e3 9ca43109: extract_entropy(.. 8 ..)
[    6.114263] random 0151 0000 0000 bbb9b4e3 9ca43109: trying to extract 64 bits from input
[    6.114265] random 0151 0000 0000 bbb9b4e3 9ca43109: debiting 0 entropy credits from input
[    6.114267] random 0151 0000 0000 bbb9b4e3 9ca43109: extract_entropy account returned: 0 
[    6.114269] random 0151 0000 0000 bbb9b4e3 9ca43109: urand_change_num 3800 xfer_secondary_pool(1): pool_sig ffffff7f, data_sig 00000000, bytes_mixed 0 bbb9b4e3 9ca43109
[    6.114272] random 0151 0000 0000 bbb9b4e3 9ca43109: trying to extract 8 bits from nonblocking
[    6.114274] random 0151 0000 0000 bbb9b4e3 9ca43109: debiting 8 entropy credits from nonblocking (unlimited)
[    6.114276] random 0151 0000 0000 bbb9b4e3 9ca43109:   got 1 bytes
[    6.114279] random 0151 0000 0000 bbb9b4e3 9ca43109: urand_change_num 3801 extract_buf: pool_sig ffffff7f, data_sig 0000003c, bytes_mixed 20 bbb9b4e3 9ca43109
[    6.114285] random 0151 0000 0000 e9766bc6 31b640e8: rand_read_num 894 urandom_read(1): sig ffffff1c e9766bc6 31b640e8 pid=1056 comm=dd
[    6.114287] random 0151 0000 0000 e9766bc6 31b640e8: extract_entropy_user(1)
[    6.114289] random 0151 0000 0000 e9766bc6 31b640e8: going to reseed nonblocking with 64 bits (8 of 0 requested)
[    6.114291] random 0151 0000 0000 e9766bc6 31b640e8: extract_entropy(.. 8 ..)
[    6.114293] random 0151 0000 0000 e9766bc6 31b640e8: trying to extract 64 bits from input
[    6.114295] random 0151 0000 0000 e9766bc6 31b640e8: debiting 0 entropy credits from input
[    6.114297] random 0151 0000 0000 e9766bc6 31b640e8: extract_entropy account returned: 0 
[    6.114300] random 0151 0000 0000 e9766bc6 31b640e8: urand_change_num 3802 xfer_secondary_pool(1): pool_sig ffffff1c, data_sig 00000000, bytes_mixed 0 e9766bc6 31b640e8
[    6.114302] random 0151 0000 0000 e9766bc6 31b640e8: trying to extract 8 bits from nonblocking
[    6.114304] random 0151 0000 0000 e9766bc6 31b640e8: debiting 8 entropy credits from nonblocking (unlimited)
[    6.114306] random 0151 0000 0000 e9766bc6 31b640e8:   got 1 bytes
[    6.114309] random 0151 0000 0000 e9766bc6 31b640e8: urand_change_num 3803 extract_buf: pool_sig ffffff1c, data_sig fffffec1, bytes_mixed 20 e9766bc6 31b640e8
[    6.114315] random 0151 0000 0000 87a48abd 3f04f84a: rand_read_num 895 urandom_read(1): sig 000001fa 87a48abd 3f04f84a pid=1056 comm=dd
[    6.114317] random 0151 0000 0000 87a48abd 3f04f84a: extract_entropy_user(1)
[    6.114319] random 0151 0000 0000 87a48abd 3f04f84a: going to reseed nonblocking with 64 bits (8 of 0 requested)
[    6.114321] random 0151 0000 0000 87a48abd 3f04f84a: extract_entropy(.. 8 ..)
[    6.114323] random 0151 0000 0000 87a48abd 3f04f84a: trying to extract 64 bits from input
[    6.114325] random 0151 0000 0000 87a48abd 3f04f84a: debiting 0 entropy credits from input
[    6.114327] random 0151 0000 0000 87a48abd 3f04f84a: extract_entropy account returned: 0 
[    6.114330] random 0151 0000 0000 87a48abd 3f04f84a: urand_change_num 3804 xfer_secondary_pool(1): pool_sig 000001fa, data_sig 00000000, bytes_mixed 0 87a48abd 3f04f84a
[    6.114332] random 0151 0000 0000 87a48abd 3f04f84a: trying to extract 8 bits from nonblocking
[    6.114334] random 0151 0000 0000 87a48abd 3f04f84a: debiting 8 entropy credits from nonblocking (unlimited)
[    6.114336] random 0151 0000 0000 87a48abd 3f04f84a:   got 1 bytes
[    6.114339] random 0151 0000 0000 87a48abd 3f04f84a: urand_change_num 3805 extract_buf: pool_sig 000001fa, data_sig ffffff96, bytes_mixed 20 87a48abd 3f04f84a
[    6.114345] random 0151 0000 0000 87a48abd 3f04f84a: rand_read_num 896 urandom_read(1): sig fffffa4b 87a48abd 3f04f84a pid=1056 comm=dd
[    6.114347] random 0151 0000 0000 87a48abd 3f04f84a: extract_entropy_user(1)
[    6.114349] random 0151 0000 0000 87a48abd 3f04f84a: going to reseed nonblocking with 64 bits (8 of 0 requested)
[    6.114351] random 0151 0000 0000 87a48abd 3f04f84a: extract_entropy(.. 8 ..)
[    6.114353] random 0151 0000 0000 87a48abd 3f04f84a: trying to extract 64 bits from input
[    6.114355] random 0151 0000 0000 87a48abd 3f04f84a: debiting 0 entropy credits from input
[    6.114357] random 0151 0000 0000 87a48abd 3f04f84a: extract_entropy account returned: 0 
[    6.114360] random 0151 0000 0000 87a48abd 3f04f84a: urand_change_num 3806 xfer_secondary_pool(1): pool_sig fffffa4b, data_sig 00000000, bytes_mixed 0 87a48abd 3f04f84a
[    6.114362] random 0151 0000 0000 87a48abd 3f04f84a: trying to extract 8 bits from nonblocking
[    6.114364] random 0151 0000 0000 87a48abd 3f04f84a: debiting 8 entropy credits from nonblocking (unlimited)
[    6.114366] random 0151 0000 0000 87a48abd 3f04f84a:   got 1 bytes
[    6.114369] random 0151 0000 0000 87a48abd 3f04f84a: urand_change_num 3807 extract_buf: pool_sig fffffa4b, data_sig 00000057, bytes_mixed 20 87a48abd 3f04f84a
[    6.114375] random 0151 0000 0000 418f543e 09708121: rand_read_num 897 urandom_read(1): sig 000001d8 418f543e 09708121 pid=1056 comm=dd
[    6.114377] random 0151 0000 0000 418f543e 09708121: extract_entropy_user(1)
[    6.114379] random 0151 0000 0000 418f543e 09708121: going to reseed nonblocking with 64 bits (8 of 0 requested)
[    6.114381] random 0151 0000 0000 418f543e 09708121: extract_entropy(.. 8 ..)
[    6.114383] random 0151 0000 0000 418f543e 09708121: trying to extract 64 bits from input
[    6.114385] random 0151 0000 0000 418f543e 09708121: debiting 0 entropy credits from input
[    6.114387] random 0151 0000 0000 418f543e 09708121: extract_entropy account returned: 0 
[    6.114390] random 0151 0000 0000 418f543e 09708121: urand_change_num 3808 xfer_secondary_pool(1): pool_sig 000001d8, data_sig 00000000, bytes_mixed 0 418f543e 09708121
[    6.114392] random 0151 0000 0000 418f543e 09708121: trying to extract 8 bits from nonblocking
[    6.114394] random 0151 0000 0000 418f543e 09708121: debiting 8 entropy credits from nonblocking (unlimited)
[    6.114397] random 0151 0000 0000 418f543e 09708121:   got 1 bytes
[    6.114400] random 0151 0000 0000 418f543e 09708121: urand_change_num 3809 extract_buf: pool_sig 000001d8, data_sig ffffff96, bytes_mixed 20 418f543e 09708121
[    6.114405] random 0151 0000 0000 5134cbea decac92e: rand_read_num 898 urandom_read(1): sig 00000259 5134cbea decac92e pid=1056 comm=dd
[    6.114407] random 0151 0000 0000 5134cbea decac92e: extract_entropy_user(1)
[    6.114409] random 0151 0000 0000 5134cbea decac92e: going to reseed nonblocking with 64 bits (8 of 0 requested)
[    6.114411] random 0151 0000 0000 5134cbea decac92e: extract_entropy(.. 8 ..)
[    6.114413] random 0151 0000 0000 5134cbea decac92e: trying to extract 64 bits from input
[    6.114415] random 0151 0000 0000 5134cbea decac92e: debiting 0 entropy credits from input
[    6.114417] random 0151 0000 0000 5134cbea decac92e: extract_entropy account returned: 0 
[    6.114420] random 0151 0000 0000 5134cbea decac92e: urand_change_num 3810 xfer_secondary_pool(1): pool_sig 00000259, data_sig 00000000, bytes_mixed 0 5134cbea decac92e
[    6.114422] random 0151 0000 0000 5134cbea decac92e: trying to extract 8 bits from nonblocking
[    6.114425] random 0151 0000 0000 5134cbea decac92e: debiting 8 entropy credits from nonblocking (unlimited)
[    6.114427] random 0151 0000 0000 5134cbea decac92e:   got 1 bytes
[    6.114430] random 0151 0000 0000 5134cbea decac92e: urand_change_num 3811 extract_buf: pool_sig 00000259, data_sig 0000016e, bytes_mixed 20 5134cbea decac92e
[    6.114435] random 0151 0000 0000 5134cbea decac92e: rand_read_num 899 urandom_read(1): sig fffffc44 5134cbea decac92e pid=1056 comm=dd
[    6.114437] random 0151 0000 0000 5134cbea decac92e: extract_entropy_user(1)
[    6.114439] random 0151 0000 0000 5134cbea decac92e: going to reseed nonblocking with 64 bits (8 of 0 requested)
[    6.114441] random 0151 0000 0000 5134cbea decac92e: extract_entropy(.. 8 ..)
[    6.114443] random 0151 0000 0000 5134cbea decac92e: trying to extract 64 bits from input
[    6.114445] random 0151 0000 0000 5134cbea decac92e: debiting 0 entropy credits from input
[    6.114447] random 0151 0000 0000 5134cbea decac92e: extract_entropy account returned: 0 
[    6.114450] random 0151 0000 0000 5134cbea decac92e: urand_change_num 3812 xfer_secondary_pool(1): pool_sig fffffc44, data_sig 00000000, bytes_mixed 0 5134cbea decac92e
[    6.114452] random 0151 0000 0000 5134cbea decac92e: trying to extract 8 bits from nonblocking
[    6.114455] random 0151 0000 0000 5134cbea decac92e: debiting 8 entropy credits from nonblocking (unlimited)
[    6.114457] random 0151 0000 0000 5134cbea decac92e:   got 1 bytes
[    6.114460] random 0151 0000 0000 5134cbea decac92e: urand_change_num 3813 extract_buf: pool_sig fffffc44, data_sig 0000003b, bytes_mixed 20 5134cbea decac92e
[    6.114465] random 0151 0000 0000 a23e5b2a 22358fc7: rand_read_num 900 urandom_read(1): sig fffffd0f a23e5b2a 22358fc7 pid=1056 comm=dd
[    6.114467] random 0151 0000 0000 a23e5b2a 22358fc7: extract_entropy_user(1)
