7>[    3.592748] random 0030 0000 0000 cadf44cd e6e5b548: add_disk_randomness(8:0) cadf44cd e6e5b548
[    5.305631] random 0112 0000 0000 081d8b33 f56be990: urand_change_num 2257 extract_buf: pool_sig ffffff53, data_sig ffffff96, bytes_mixed 20 081d8b33 f56be990
[    5.305636] random 0112 0000 0000 f1cea0ce 26a83a90: urand_change_num 2258 extract_buf: pool_sig fffffffe, data_sig 0000018c, bytes_mixed 20 f1cea0ce 26a83a90
[    5.305640] random 0112 0000 0000 42eb1669 2766fecd: urand_change_num 2259 extract_buf: pool_sig 000001f1, data_sig 00000102, bytes_mixed 20 42eb1669 2766fecd
[    5.305645] random 0112 0000 0000 42eb1669 2766fecd: urand_change_num 2260 extract_buf: pool_sig 000004a7, data_sig ffffff88, bytes_mixed 20 42eb1669 2766fecd
[    5.305649] random 0112 0000 0000 06be9dc6 6cc205bf: urand_change_num 2261 extract_buf: pool_sig 00000516, data_sig ffffff3e, bytes_mixed 20 06be9dc6 6cc205bf
[    5.305654] random 0112 0000 0000 45e189d3 daeb22cc: urand_change_num 2262 extract_buf: pool_sig 0000047f, data_sig 000000b1, bytes_mixed 20 45e189d3 daeb22cc
[    5.305658] random 0112 0000 0000 45e189d3 daeb22cc: urand_change_num 2263 extract_buf: pool_sig 000001ad, data_sig 00000134, bytes_mixed 20 45e189d3 daeb22cc
[    5.305662] random 0112 0000 0000 e2fddcbc 3de0736c: urand_change_num 2264 extract_buf: pool_sig fffffd76, data_sig 0000001d, bytes_mixed 20 e2fddcbc 3de0736c
[    5.305669] random 0112 0000 0000 e2fddcbc 3de0736c: rand_read_num 702 urandom_read(120): sig 00000215 e2fddcbc 3de0736c pid=861 comm=cupsd
[    5.305672] random 0112 0000 0000 e2fddcbc 3de0736c: extract_entropy_user(120)
[    5.305674] random 0112 0000 0000 e2fddcbc 3de0736c: going to reseed nonblocking with 960 bits (960 of 0 requested)
[    5.305676] random 0112 0000 0000 e2fddcbc 3de0736c: extract_entropy(.. 120 ..)
[    5.305678] random 0112 0000 0000 e2fddcbc 3de0736c: trying to extract 960 bits from input
[    5.305680] random 0112 0000 0000 e2fddcbc 3de0736c: debiting 0 entropy credits from input
[    5.305682] random 0112 0000 0000 e2fddcbc 3de0736c: extract_entropy account returned: 0 
[    5.305685] random 0112 0000 0000 e2fddcbc 3de0736c: urand_change_num 2265 xfer_secondary_pool(120): pool_sig 00000215, data_sig 00000000, bytes_mixed 0 e2fddcbc 3de0736c
[    5.305688] random 0112 0000 0000 e2fddcbc 3de0736c: trying to extract 960 bits from nonblocking
[    5.305690] random 0112 0000 0000 e2fddcbc 3de0736c: debiting 960 entropy credits from nonblocking (unlimited)
[    5.305692] random 0112 0000 0000 e2fddcbc 3de0736c:   got 120 bytes
[    5.305695] random 0112 0000 0000 e2fddcbc 3de0736c: urand_change_num 2266 extract_buf: pool_sig 00000215, data_sig 00000042, bytes_mixed 20 e2fddcbc 3de0736c
[    5.305700] random 0112 0000 0000 93b36778 21e6822f: urand_change_num 2267 extract_buf: pool_sig fffffcec, data_sig 000000b2, bytes_mixed 20 93b36778 21e6822f
[    5.305704] random 0112 0000 0000 3c6b16b9 fd67e80f: urand_change_num 2268 extract_buf: pool_sig 00000354, data_sig 00000072, bytes_mixed 20 3c6b16b9 fd67e80f
[    5.305709] random 0112 0000 0000 3c6b16b9 fd67e80f: urand_change_num 2269 extract_buf: pool_sig 00000607, data_sig 00000075, bytes_mixed 20 3c6b16b9 fd67e80f
[    5.305713] random 0112 0000 0000 52ba3b46 f373c00f: urand_change_num 2270 extract_buf: pool_sig 000000a8, data_sig 00000044, bytes_mixed 20 52ba3b46 f373c00f
[    5.305718] random 0112 0000 0000 c392ebd1 fef2e888: urand_change_num 2271 extract_buf: pool_sig fffffafc, data_sig fffffea9, bytes_mixed 20 c392ebd1 fef2e888
[    5.305722] random 0112 0000 0000 c392ebd1 fef2e888: urand_change_num 2272 extract_buf: pool_sig fffffe4c, data_sig fffffd56, bytes_mixed 20 c392ebd1 fef2e888
[    5.305727] random 0112 0000 0000 9d4a6699 1653fa59: urand_change_num 2273 extract_buf: pool_sig ffffff17, data_sig 000000a4, bytes_mixed 20 9d4a6699 1653fa59
[    5.305731] random 0112 0000 0000 9d4a6699 1653fa59: urand_change_num 2274 extract_buf: pool_sig ffffff28, data_sig 000000a5, bytes_mixed 20 9d4a6699 1653fa59
[    5.305736] random 0112 0000 0000 cf0c89a2 7977e2dc: urand_change_num 2275 extract_buf: pool_sig fffffac3, data_sig 000000d8, bytes_mixed 20 cf0c89a2 7977e2dc
[    5.305740] random 0112 0000 0000 5920891e f1094ed5: urand_change_num 2276 extract_buf: pool_sig ffffff6d, data_sig 00000326, bytes_mixed 20 5920891e f1094ed5
[    5.305744] random 0112 0000 0000 5920891e f1094ed5: urand_change_num 2277 extract_buf: pool_sig 00000514, data_sig 000000b0, bytes_mixed 20 5920891e f1094ed5
[    5.305773] random 0112 0000 0000 34e78ae5 b1b9cc5c: rand_read_num 703 urandom_read(120): sig 00000042 34e78ae5 b1b9cc5c pid=861 comm=cupsd
[    5.305775] random 0112 0000 0000 34e78ae5 b1b9cc5c: extract_entropy_user(120)
[    5.305777] random 0112 0000 0000 34e78ae5 b1b9cc5c: going to reseed nonblocking with 960 bits (960 of 0 requested)
[    5.305779] random 0112 0000 0000 34e78ae5 b1b9cc5c: extract_entropy(.. 120 ..)
[    5.305781] random 0112 0000 0000 34e78ae5 b1b9cc5c: trying to extract 960 bits from input
[    5.305784] random 0112 0000 0000 34e78ae5 b1b9cc5c: debiting 0 entropy credits from input
[    5.305786] random 0112 0000 0000 34e78ae5 b1b9cc5c: extract_entropy account returned: 0 
[    5.305789] random 0112 0000 0000 34e78ae5 b1b9cc5c: urand_change_num 2278 xfer_secondary_pool(120): pool_sig 00000042, data_sig 00000000, bytes_mixed 0 34e78ae5 b1b9cc5c
[    5.305791] random 0112 0000 0000 34e78ae5 b1b9cc5c: trying to extract 960 bits from nonblocking
[    5.305794] random 0112 0000 0000 34e78ae5 b1b9cc5c: debiting 960 entropy credits from nonblocking (unlimited)
[    5.305796] random 0112 0000 0000 34e78ae5 b1b9cc5c:   got 120 bytes
[    5.305799] random 0112 0000 0000 34e78ae5 b1b9cc5c: urand_change_num 2279 extract_buf: pool_sig 00000042, data_sig ffffff69, bytes_mixed 20 34e78ae5 b1b9cc5c
[    5.305804] random 0112 0000 0000 2dfae2e9 01046869: urand_change_num 2280 extract_buf: pool_sig 0000060a, data_sig 00000249, bytes_mixed 20 2dfae2e9 01046869
[    5.305808] random 0112 0000 0000 2dfae2e9 01046869: urand_change_num 2281 extract_buf: pool_sig 000007eb, data_sig fffffe29, bytes_mixed 20 2dfae2e9 01046869
[    5.305812] random 0112 0000 0000 f5152b34 6c6c2818: urand_change_num 2282 extract_buf: pool_sig 00000a5d, data_sig 00000090, bytes_mixed 20 f5152b34 6c6c2818
[    5.305817] random 0112 0000 0000 f5152b34 6c6c2818: urand_change_num 2283 extract_buf: pool_sig 000002d1, data_sig 00000046, bytes_mixed 20 f5152b34 6c6c2818
[    5.305821] random 0112 0000 0000 3156fa3b 8bca9037: urand_change_num 2284 extract_buf: pool_sig fffffcbc, data_sig fffffe3b, bytes_mixed 20 3156fa3b 8bca9037
[    5.305826] random 0112 0000 0000 200c043c 1085cc10: urand_change_num 2285 extract_buf: pool_sig ffffff36, data_sig 00000023, bytes_mixed 20 200c043c 1085cc10
[    5.305830] random 0112 0000 0000 200c043c 1085cc10: urand_change_num 2286 extract_buf: pool_sig 00000100, data_sig fffffe38, bytes_mixed 20 200c043c 1085cc10
[    5.305835] random 0112 0000 0000 1373e0fa d547f049: urand_change_num 2287 extract_buf: pool_sig fffffcc4, data_sig fffffe89, bytes_mixed 20 1373e0fa d547f049
[    5.305839] random 0112 0000 0000 3ca75167 6c2af9f6: urand_change_num 2288 extract_buf: pool_sig fffffe04, data_sig ffffff5b, bytes_mixed 20 3ca75167 6c2af9f6
[    5.305844] random 0112 0000 0000 3ca75167 6c2af9f6: urand_change_num 2289 extract_buf: pool_sig 00000181, data_sig 00000061, bytes_mixed 20 3ca75167 6c2af9f6
[    5.305848] random 0112 0000 0000 85d4f0b7 b7fd6d2f: urand_change_num 2290 extract_buf: pool_sig 00000128, data_sig 0000011e, bytes_mixed 20 85d4f0b7 b7fd6d2f
[    5.305855] random 0112 0000 0000 85d4f0b7 b7fd6d2f: rand_read_num 704 urandom_read(120): sig 000004ff 85d4f0b7 b7fd6d2f pid=861 comm=cupsd
[    5.305857] random 0112 0000 0000 85d4f0b7 b7fd6d2f: extract_entropy_user(120)
[    5.305859] random 0112 0000 0000 85d4f0b7 b7fd6d2f: going to reseed nonblocking with 960 bits (960 of 0 requested)
[    5.305862] random 0112 0000 0000 85d4f0b7 b7fd6d2f: extract_entropy(.. 120 ..)
[    5.305864] random 0112 0000 0000 85d4f0b7 b7fd6d2f: trying to extract 960 bits from input
[    5.305866] random 0112 0000 0000 85d4f0b7 b7fd6d2f: debiting 0 entropy credits from input
[    5.305868] random 0112 0000 0000 85d4f0b7 b7fd6d2f: extract_entropy account returned: 0 
[    5.305871] random 0112 0000 0000 85d4f0b7 b7fd6d2f: urand_change_num 2291 xfer_secondary_pool(120): pool_sig 000004ff, data_sig 00000000, bytes_mixed 0 85d4f0b7 b7fd6d2f
[    5.305873] random 0112 0000 0000 85d4f0b7 b7fd6d2f: trying to extract 960 bits from nonblocking
[    5.305876] random 0112 0000 0000 85d4f0b7 b7fd6d2f: debiting 960 entropy credits from nonblocking (unlimited)
[    5.305878] random 0112 0000 0000 85d4f0b7 b7fd6d2f:   got 120 bytes
[    5.305881] random 0112 0000 0000 85d4f0b7 b7fd6d2f: urand_change_num 2292 extract_buf: pool_sig 000004ff, data_sig ffffff79, bytes_mixed 20 85d4f0b7 b7fd6d2f
[    5.305886] random 0112 0000 0000 236b929e fab77e14: urand_change_num 2293 extract_buf: pool_sig 000003ba, data_sig ffffff63, bytes_mixed 20 236b929e fab77e14
[    5.305890] random 0112 0000 0000 4dd9f113 f5094e8a: urand_change_num 2294 extract_buf: pool_sig 00000243, data_sig ffffff99, bytes_mixed 20 4dd9f113 f5094e8a
[    5.305895] random 0112 0000 0000 4dd9f113 f5094e8a: urand_change_num 2295 extract_buf: pool_sig fffffcce, data_sig 000000b8, bytes_mixed 20 4dd9f113 f5094e8a
[    5.305899] random 0112 0000 0000 e2a7fa26 0811733c: urand_change_num 2296 extract_buf: pool_sig fffffbd0, data_sig fffffeda, bytes_mixed 20 e2a7fa26 0811733c
[    5.305904] random 0112 0000 0000 aa761dcc 959515a8: urand_change_num 2297 extract_buf: pool_sig fffffebf, data_sig fffffe7d, bytes_mixed 20 aa761dcc 959515a8
[    5.305908] random 0112 0000 0000 aa761dcc 959515a8: urand_change_num 2298 extract_buf: pool_sig fffffe0d, data_sig fffffd82, bytes_mixed 20 aa761dcc 959515a8
[    5.305912] random 0112 0000 0000 88ac0184 04ed6829: urand_change_num 2299 extract_buf: pool_sig fffffd7f, data_sig fffffd4c, bytes_mixed 20 88ac0184 04ed6829
[    5.305917] random 0112 0000 0000 88ac0184 04ed6829: urand_change_num 2300 extract_buf: pool_sig 00000108, data_sig 00000064, bytes_mixed 20 88ac0184 04ed6829
[    5.305921] random 0112 0000 0000 28bee4d5 f3a359fa: urand_change_num 2301 extract_buf: pool_sig 000001f1, data_sig fffffff0, bytes_mixed 20 28bee4d5 f3a359fa
[    5.305926] random 0112 0000 0000 2f288923 1f1555d6: urand_change_num 2302 extract_buf: pool_sig 00000092, data_sig ffffff99, bytes_mixed 20 2f288923 1f1555d6
[    5.305930] random 0112 0000 0000 2f288923 1f1555d6: urand_change_num 2303 extract_buf: pool_sig 0000028e, data_sig ffffff31, bytes_mixed 20 2f288923 1f1555d6
[    5.305937] random 0112 0000 0000 bd42da72 acb795ca: rand_read_num 705 urandom_read(120): sig fffff926 bd42da72 acb795ca pid=861 comm=cupsd
[    5.305939] random 0112 0000 0000 bd42da72 acb795ca: extract_entropy_user(120)
[    5.305942] random 0112 0000 0000 bd42da72 acb795ca: going to reseed nonblocking with 960 bits (960 of 0 requested)
[    5.305944] random 0112 0000 0000 bd42da72 acb795ca: extract_entropy(.. 120 ..)
[    5.305946] random 0112 0000 0000 bd42da72 acb795ca: trying to extract 960 bits from input
[    5.305948] random 0112 0000 0000 bd42da72 acb795ca: debiting 0 entropy credits from input
[    5.305950] random 0112 0000 0000 bd42da72 acb795ca: extract_entropy account returned: 0 
[    5.305953] random 0112 0000 0000 bd42da72 acb795ca: urand_change_num 2304 xfer_secondary_pool(120): pool_sig fffff926, data_sig 00000000, bytes_mixed 0 bd42da72 acb795ca
[    5.305956] random 0112 0000 0000 bd42da72 acb795ca: trying to extract 960 bits from nonblocking
[    5.305958] random 0112 0000 0000 bd42da72 acb795ca: debiting 960 entropy credits from nonblocking (unlimited)
[    5.305960] random 0112 0000 0000 bd42da72 acb795ca:   got 120 bytes
[    5.305963] random 0112 0000 0000 bd42da72 acb795ca: urand_change_num 2305 extract_buf: pool_sig fffff926, data_sig 00000189, bytes_mixed 20 bd42da72 acb795ca
[    5.305968] random 0112 0000 0000 5321b95c 73dc4186: urand_change_num 2306 extract_buf: pool_sig fffffffd, data_sig 000000e1, bytes_mixed 20 5321b95c 73dc4186
[    5.305972] random 0112 0000 0000 5321b95c 73dc4186: urand_change_num 2307 extract_buf: pool_sig 000000b5, data_sig fffffe7d, bytes_mixed 20 5321b95c 73dc4186
[    5.305977] random 0112 0000 0000 0bea28ed ad18cf63: urand_change_num 2308 extract_buf: pool_sig 0000015d, data_sig ffffff2b, bytes_mixed 20 0bea28ed ad18cf63
[    5.305981] random 0112 0000 0000 0bea28ed ad18cf63: urand_change_num 2309 extract_buf: pool_sig ffffff0f, data_sig fffffe78, bytes_mixed 20 0bea28ed ad18cf63
[    5.305986] random 0112 0000 0000 7b72eb7b 5b2b7d81: urand_change_num 2310 extract_buf: pool_sig 00000492, data_sig 00000109, bytes_mixed 20 7b72eb7b 5b2b7d81
[    5.305990] random 0112 0000 0000 b998ae37 a26a6452: urand_change_num 2311 extract_buf: pool_sig 0000058a, data_sig 00000123, bytes_mixed 20 b998ae37 a26a6452
[    5.305995] random 0112 0000 0000 b998ae37 a26a6452: urand_change_num 2312 extract_buf: pool_sig ffffff87, data_sig 00000050, bytes_mixed 20 b998ae37 a26a6452
[    5.305999] random 0112 0000 0000 1a194791 31b37e79: urand_change_num 2313 extract_buf: pool_sig fffffa97, data_sig 000000ee, bytes_mixed 20 1a194791 31b37e79
[    5.306003] random 0112 0000 0000 ab96e835 2aa1832d: urand_change_num 2314 extract_buf: pool_sig fffffcc7, data_sig ffffffe7, bytes_mixed 20 ab96e835 2aa1832d
[    5.306008] random 0112 0000 0000 ab96e835 2aa1832d: urand_change_num 2315 extract_buf: pool_sig 00000260, data_sig ffffff62, bytes_mixed 20 ab96e835 2aa1832d
[    5.306012] random 0112 0000 0000 ad288f92 c49f3cf0: urand_change_num 2316 extract_buf: pool_sig 00000263, data_sig 00000025, bytes_mixed 20 ad288f92 c49f3cf0
[    5.306019] random 0112 0000 0000 ad288f92 c49f3cf0: rand_read_num 706 urandom_read(120): sig 00000369 ad288f92 c49f3cf0 pid=861 comm=cupsd
[    5.306021] random 0112 0000 0000 ad288f92 c49f3cf0: extract_entropy_user(120)
[    5.306024] random 0112 0000 0000 ad288f92 c49f3cf0: going to reseed nonblocking with 960 bits (960 of 0 requested)
[    5.306026] random 0112 0000 0000 ad288f92 c49f3cf0: extract_entropy(.. 120 ..)
[    5.306028] random 0112 0000 0000 ad288f92 c49f3cf0: trying to extract 960 bits from input
[    5.306030] random 0112 0000 0000 ad288f92 c49f3cf0: debiting 0 entropy credits from input
[    5.306032] random 0112 0000 0000 ad288f92 c49f3cf0: extract_entropy account returned: 0 
[    5.306035] random 0112 0000 0000 ad288f92 c49f3cf0: urand_change_num 2317 xfer_secondary_pool(120): pool_sig 00000369, data_sig 00000000, bytes_mixed 0 ad288f92 c49f3cf0
[    5.306038] random 0112 0000 0000 ad288f92 c49f3cf0: trying to extract 960 bits from nonblocking
[    5.306040] random 0112 0000 0000 ad288f92 c49f3cf0: debiting 960 entropy credits from nonblocking (unlimited)
[    5.306042] random 0112 0000 0000 ad288f92 c49f3cf0:   got 120 bytes
[    5.306045] random 0112 0000 0000 ad288f92 c49f3cf0: urand_change_num 2318 extract_buf: pool_sig 00000369, data_sig 000001f2, bytes_mixed 20 ad288f92 c49f3cf0
[    5.306050] random 0112 0000 0000 ce307f12 b662502e: urand_change_num 2319 extract_buf: pool_sig 000000f7, data_sig fffffed2, bytes_mixed 20 ce307f12 b662502e
[    5.306054] random 0112 0000 0000 b1b5c063 c67a1920: urand_change_num 2320 extract_buf: pool_sig fffffec3, data_sig fffffe6c, bytes_mixed 20 b1b5c063 c67a1920
[    5.306059] random 0112 0000 0000 b1b5c063 c67a1920: urand_change_num 2321 extract_buf: pool_sig ffffff30, data_sig 00000180, bytes_mixed 20 b1b5c063 c67a1920
[    5.306063] random 0112 0000 0000 55dd40d4 49607c57: urand_change_num 2322 extract_buf: pool_sig 0000044b, data_sig 00000062, bytes_mixed 20 55dd40d4 49607c57
[    5.306068] random 0112 0000 0000 a7c663b7 dfe60317: urand_change_num 2323 extract_buf: pool_sig 000004cd, data_sig 0000007e, bytes_mixed 20 a7c663b7 dfe60317
[    5.306072] random 0112 0000 0000 a7c663b7 dfe60317: urand_change_num 2324 extract_buf: pool_sig 00000132, data_sig 0000026d, bytes_mixed 20 a7c663b7 dfe60317
[    5.306077] random 0112 0000 0000 1fe0bf51 8b553479: urand_change_num 2325 extract_buf: pool_sig 000001f1, data_sig 0000016c, bytes_mixed 20 1fe0bf51 8b553479
[    5.306081] random 0112 0000 0000 1fe0bf51 8b553479: urand_change_num 2326 extract_buf: pool_sig fffffc52, data_sig fffffe1a, bytes_mixed 20 1fe0bf51 8b553479
[    5.306085] random 0112 0000 0000 6a70282d 1b933aa1: urand_change_num 2327 extract_buf: pool_sig fffffe59, data_sig 00000075, bytes_mixed 20 6a70282d 1b933aa1
[    5.306090] random 0112 0000 0000 63f007c2 566eaf72: urand_change_num 2328 extract_buf: pool_sig fffffeb9, data_sig 000000a1, bytes_mixed 20 63f007c2 566eaf72
[    5.306094] random 0112 0000 0000 63f007c2 566eaf72: urand_change_num 2329 extract_buf: pool_sig 00000080, data_sig 0000016f, bytes_mixed 20 63f007c2 566eaf72
[    5.306101] random 0112 0000 0000 1c1ea605 323a630c: rand_read_num 707 urandom_read(120): sig 00000672 1c1ea605 323a630c pid=861 comm=cupsd
[    5.306103] random 0112 0000 0000 1c1ea605 323a630c: extract_entropy_user(120)
[    5.306105] random 0112 0000 0000 1c1ea605 323a630c: going to reseed nonblocking with 960 bits (960 of 0 requested)
[    5.306108] random 0112 0000 0000 1c1ea605 323a630c: extract_entropy(.. 120 ..)
[    5.306110] random 0112 0000 0000 1c1ea605 323a630c: trying to extract 960 bits from input
[    5.306112] random 0112 0000 0000 1c1ea605 323a630c: debiting 0 entropy credits from input
[    5.306114] random 0112 0000 0000 1c1ea605 323a630c: extract_entropy account returned: 0 
[    5.306117] random 0112 0000 0000 1c1ea605 323a630c: urand_change_num 2330 xfer_secondary_pool(120): pool_sig 00000672, data_sig 00000000, bytes_mixed 0 1c1ea605 323a630c
[    5.306120] random 0112 0000 0000 1c1ea605 323a630c: trying to extract 960 bits from nonblocking
[    5.306122] random 0112 0000 0000 1c1ea605 323a630c: debiting 960 entropy credits from nonblocking (unlimited)
[    5.306124] random 0112 0000 0000 1c1ea605 323a630c:   got 120 bytes
[    5.306127] random 0112 0000 0000 1c1ea605 323a630c: urand_change_num 2331 extract_buf: pool_sig 00000672, data_sig 000002d4, bytes_mixed 20 1c1ea605 323a630c
[    5.306132] random 0112 0000 0000 836af8c0 ee64e243: urand_change_num 2332 extract_buf: pool_sig 00000321, data_sig 00000077, bytes_mixed 20 836af8c0 ee64e243
[    5.306136] random 0112 0000 0000 836af8c0 ee64e243: urand_change_num 2333 extract_buf: pool_sig fffffefe, data_sig 00000018, bytes_mixed 20 836af8c0 ee64e243
[    5.306141] random 0112 0000 0000 d90483ee 9034fe38: urand_change_num 2334 extract_buf: pool_sig fffffc56, data_sig ffffff14, bytes_mixed 20 d90483ee 9034fe38
[    5.306145] random 0112 0000 0000 d90483ee 9034fe38: urand_change_num 2335 extract_buf: pool_sig fffff74e, data_sig 0000002b, bytes_mixed 20 d90483ee 9034fe38
[    5.306150] random 0112 0000 0000 763e2c90 faf353ba: urand_change_num 2336 extract_buf: pool_sig fffffb8b, data_sig fffffe49, bytes_mixed 20 763e2c90 faf353ba
[    5.306154] random 0112 0000 0000 7f79e8a5 68d63e0a: urand_change_num 2337 extract_buf: pool_sig 000003f9, data_sig fffffdc9, bytes_mixed 20 7f79e8a5 68d63e0a
[    5.306159] random 0112 0000 0000 7f79e8a5 68d63e0a: urand_change_num 2338 extract_buf: pool_sig 0000010a, data_sig 00000050, bytes_mixed 20 7f79e8a5 68d63e0a
[    5.306163] random 0112 0000 0000 513ae27f 3d625a9d: urand_change_num 2339 extract_buf: pool_sig ffffff32, data_sig 00000129, bytes_mixed 20 513ae27f 3d625a9d
